index	plane	u	v	itype	x0	y0	irot	nvertices	vx_0	vy_0	vx_1	vy_1	vx_2	vy_2	vx_3	vy_3	vx_4	vy_4	vx_5	vy_5	vx_6	vy_6	icassette	trigRate	trigLinks	dataRate_ld	dataLinks_ld	dataRate_hd	dataLinks_hd	MB	wagon	isEngine	nROCs	power	mrot	phi	HDorLD	hash	hash_hdld	isSiPM	engine_trig_fibres	engine_data_fibres	engine_ctrl_fibres	dataPp0	trigPp0	dataPp0_type	trigPp0_type	dataPp1	trigPp1	dataPp1_type	trigPp1_type	dataPp2	DAQ
1834	19	6	10	FOe	167.639	1456.54	1	6	251.452	1408.127	251.436	1504.9	167.605	1553.3	83.789	1504.927	83.805	1408.154	167.636	1359.754	251.452	1408.127	2	0.791	2	0.307	1	0.307	1	111	1	FALSE	3	3.6	0	83.434	0	1906100	1906100	0	2	1	1	PP0(CE-)L19/C02_FO_1_3	PP0(CE-)L19/C02_FO_2_2	B	A	PP1(CE-)11_FO_1_3	PP1(CE-)9_FO_2_10	Ap	Ap	PPFO(CE-)X5_19	DAQ_2_5
1882	20	2	0	gIe	339.38	2.37	3	6	339.4	99.2	320.4	88.2	320.4	-83.5	339.4	-94.4	423.2	-46	423.2	50.8	339.4	99.2	1	0	0	2.193	3	2.193	3	0	0	FALSE	6	7.2	0	0.4	1	2002000	2002001	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1893	20	3	0	FI	507.02	2.37	0	6	507	-94.4	590.8	-46	590.8	50.7	507	99.2	423.2	50.7	423.2	-46	507	-94.4	1	0	0	1.553	2	1.586	2	0	0	FALSE	6	7.2	0	0.268	1	2003000	2003001	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1904	20	4	0	FI	674.66	2.37	0	6	674.7	-94.4	758.5	-46	758.5	50.7	674.7	99.2	590.8	50.7	590.8	-46	674.7	-94.4	1	0	0	1.1	2	1.094	2	0	0	TRUE	6	7.2	0	0.201	1	2004000	2004001	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1894	20	3	1	FI	423.2	147.55	0	6	423.2	50.7	507	99.2	507	195.9	423.2	244.4	339.4	195.9	339.4	99.2	423.2	50.7	1	0	0	1.871	2	1.968	2	1	0	FALSE	6	7.2	0	19.221	1	2003010	2003011	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1905	20	4	1	FI	590.84	147.55	0	6	590.8	50.7	674.7	99.2	674.7	195.9	590.8	244.4	507	195.9	507	99.2	590.8	50.7	1	0	0	1.232	2	1.25	2	1	0	FALSE	6	7.2	0	14.022	1	2004010	2004011	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1916	20	5	1	FI	758.48	147.55	0	6	758.5	50.7	842.3	99.2	842.3	195.9	758.5	244.4	674.7	195.9	674.7	99.2	758.5	50.7	1	0	0	0.992	2	0.984	1	1	0	TRUE	6	7.2	0	11.008	1	2005010	2005011	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1883	20	2	1	dIeR	255.56	147.55	3	5	255.6	244.3	236.6	233.4	320.4	88.2	339.4	99.2	339.4	195.9	255.6	244.3	0	0	1	0	0	1.343	2	1.343	2	2	0	FALSE	3	3.6	0	30	1	2002010	2002011	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1895	20	3	2	FI	339.38	292.73	1	6	339.4	195.9	423.2	244.4	423.2	341.2	339.4	389.5	255.6	341.2	255.6	244.4	339.4	195.9	1	0	0	1.87	2	1.967	2	2	0	FALSE	6	7.2	0	40.779	1	2003020	2003021	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1907	20	4	3	FI	423.2	437.9	1	6	423.2	341.2	507	389.5	507	486.3	423.2	534.7	339.4	486.3	339.4	389.5	423.2	341.2	1	0	0	1.23	2	1.248	2	2	0	FALSE	6	7.2	0	45.978	1	2004030	2004031	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1919	20	5	4	FI	507.02	583.09	1	6	507	486.3	590.8	534.7	590.8	631.5	507	679.9	423.2	631.5	423.2	534.7	507	486.3	1	0	0	0.991	2	0.983	1	2	0	TRUE	6	7.2	0	48.992	1	2005040	2005041	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1906	20	4	2	FI	507.02	292.73	1	6	507	195.9	590.8	244.4	590.8	341.2	507	389.5	423.2	341.2	423.2	244.4	507	195.9	1	0	0	1.295	2	1.315	2	3	0	FALSE	6	7.2	0	30	1	2004020	2004021	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1917	20	5	2	FI	674.66	292.73	1	6	674.7	195.9	758.5	244.4	758.5	341.2	674.7	389.5	590.8	341.2	590.8	244.4	674.7	195.9	1	0	0	1.031	2	1.02	2	3	0	FALSE	6	7.2	0	23.456	1	2005020	2005021	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1918	20	5	3	FI	590.84	437.9	1	6	590.8	341.2	674.7	389.5	674.7	486.3	590.8	534.7	507	486.3	507	389.5	590.8	341.2	1	0	0	1.032	2	1.021	2	3	0	TRUE	6	7.2	0	36.544	1	2005030	2005031	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1931	20	6	5	FM	590.84	728.27	4	6	590.8	631.5	674.7	679.9	674.7	776.7	590.8	825	507	776.7	507	679.9	590.8	631.5	1	0	0	0.559	1	0.513	1	4	0	FALSE	3	3.6	0	50.948	0	2006050	2006050	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1943	20	7	6	FO	674.66	873.45	4	6	674.7	776.7	758.5	825	758.5	921.9	674.7	970.2	590.8	921.9	590.8	825	674.7	776.7	1	0	0	0.394	1	0.347	1	4	0	TRUE	3	3.6	0	52.317	0	2007060	2007060	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1955	20	8	7	FO	758.48	1018.63	4	6	758.5	921.9	842.3	970.2	842.3	1067	758.5	1115.4	674.7	1067	674.7	970.2	758.5	921.9	1	0	0	0.316	1	0.289	1	4	1	FALSE	3	3.6	0	53.328	0	2008070	2008070	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1967	20	9	8	FOe	842.3	1163.81	4	6	842.3	1067	926.1	1115.4	926.1	1212.2	842.3	1260.6	758.5	1212.2	758.5	1115.4	842.3	1067	1	0	0	0.272	1	0.258	1	4	1	FALSE	3	3.6	0	54.105	0	2009080	2009080	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1930	20	6	4	FM	674.66	583.09	4	6	674.7	486.3	758.5	534.7	758.5	631.5	674.7	679.9	590.8	631.5	590.8	534.7	674.7	486.3	1	0	0	0.584	1	0.541	1	5	0	FALSE	3	3.6	0	40.836	0	2006040	2006040	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1942	20	7	5	FO	758.48	728.27	4	6	758.5	631.5	842.3	679.9	842.3	776.7	758.5	825	674.7	776.7	674.7	679.9	758.5	631.5	1	0	0	0.435	1	0.382	1	5	0	TRUE	3	3.6	0	43.836	0	2007050	2007050	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1954	20	8	6	FO	842.3	873.45	4	6	842.3	776.7	926.1	825	926.1	921.9	842.3	970.2	758.5	921.9	758.5	825	842.3	776.7	1	0	0	0.335	1	0.303	1	5	1	FALSE	3	3.6	0	46.04	0	2008060	2008060	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1966	20	9	7	FO	926.12	1018.63	4	6	926.1	921.9	1009.9	970.2	1009.9	1067	926.1	1115.4	842.3	1067	842.3	970.2	926.1	921.9	1	0	0	0.283	1	0.266	1	5	1	FALSE	3	3.6	0	47.723	0	2009070	2009070	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1975	20	10	8	aOeB	1009.93	1163.81	1	4	1093.8	1115.4	926.1	1212.2	926.1	1115.4	1009.9	1067	1093.8	1115.4	0	0	0	0	1	0	0	0.163	1	0.163	1	5	1	FALSE	3	3.6	0	49.049	0	2010080	2010080	0	0	1	1	PP0(CE-)L20/C01_FO_1_1	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1929	20	6	3	FM	758.48	437.9	4	6	758.5	341.2	842.3	389.5	842.3	486.3	758.5	534.7	674.7	486.3	674.7	389.5	758.5	341.2	1	0	0	0.594	1	0.549	1	6	0	FALSE	3	3.6	0	30	0	2006030	2006030	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1941	20	7	4	FM	842.3	583.09	4	6	842.3	486.3	926.1	534.7	926.1	631.5	842.3	679.9	758.5	631.5	758.5	534.7	842.3	486.3	1	0	0	0.497	1	0.442	1	6	0	TRUE	3	3.6	0	34.693	0	2007040	2007040	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1953	20	8	5	FO	926.12	728.27	4	6	926.1	631.5	1009.9	679.9	1009.9	776.7	926.1	825	842.3	776.7	842.3	679.9	926.1	631.5	1	0	0	0.351	1	0.314	1	6	1	FALSE	3	3.6	0	38.18	0	2008050	2008050	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1965	20	9	6	FO	1009.93	873.45	4	6	1009.9	776.7	1093.8	825	1093.8	921.9	1009.9	970.2	926.1	921.9	926.1	825	1009.9	776.7	1	0	0	0.294	1	0.273	1	6	1	FALSE	3	3.6	0	40.855	0	2009060	2009060	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1974	20	10	7	bOeRL	1093.76	1018.63	1	5	1177.6	970.2	1093.8	1115.4	1009.9	1067	1009.9	970.2	1093.8	921.9	1177.6	970.2	0	0	1	0	0	0.231	1	0.231	1	6	1	FALSE	3	3.6	0	42.963	0	2010070	2010070	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1928	20	6	2	FM	842.3	292.73	0	6	842.3	195.9	926.1	244.4	926.1	341.2	842.3	389.5	758.5	341.2	758.5	244.4	842.3	195.9	1	0	0	0.583	1	0.54	1	7	1	FALSE	3	3.6	0	19.164	0	2006020	2006020	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1939	20	7	2	FO	1009.93	292.73	0	6	1009.9	195.9	1093.8	244.4	1093.8	341.2	1009.9	389.5	926.1	341.2	926.1	244.4	1009.9	195.9	1	0	0	0.434	1	0.38	1	7	1	FALSE	3	3.6	0	16.164	0	2007020	2007020	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1950	20	8	2	FO	1177.58	292.73	0	6	1177.6	195.9	1261.4	244.4	1261.4	341.2	1177.6	389.5	1093.8	341.2	1093.8	244.4	1177.6	195.9	1	0	0	0.338	1	0.304	1	7	0	TRUE	3	3.6	0	13.96	0	2008020	2008020	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1961	20	9	2	FO	1345.22	292.73	0	6	1345.2	195.9	1429	244.4	1429	341.2	1345.2	389.5	1261.4	341.2	1261.4	244.4	1345.2	195.9	1	0	0	0.282	1	0.265	1	7	0	FALSE	3	3.6	0	12.277	0	2009020	2009020	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1969	20	10	2	aOeT	1512.86	292.73	0	4	1512.9	195.9	1512.9	389.5	1429	341.2	1429	244.4	1512.9	195.9	0	0	0	0	1	0	0	0.163	1	0.163	1	7	0	FALSE	3	3.6	0	10.951	0	2010020	2010020	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1927	20	6	1	FM	926.12	147.55	0	6	926.1	50.7	1009.9	99.2	1009.9	195.9	926.1	244.4	842.3	195.9	842.3	99.2	926.1	50.7	1	0	0	0.56	1	0.513	1	8	1	FALSE	3	3.6	0	9.052	0	2006010	2006010	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1938	20	7	1	FO	1093.76	147.55	0	6	1093.8	50.7	1177.6	99.2	1177.6	195.9	1093.8	244.4	1009.9	195.9	1009.9	99.2	1093.8	50.7	1	0	0	0.392	1	0.346	1	8	1	FALSE	3	3.6	0	7.683	0	2007010	2007010	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1949	20	8	1	FO	1261.4	147.55	0	6	1261.4	50.7	1345.2	99.2	1345.2	195.9	1261.4	244.4	1177.6	195.9	1177.6	99.2	1261.4	50.7	1	0	0	0.316	1	0.288	1	8	0	TRUE	3	3.6	0	6.672	0	2008010	2008010	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1960	20	9	1	FOe	1429.04	147.55	0	6	1429	50.7	1512.9	99.2	1512.9	195.9	1429	244.4	1345.2	195.9	1345.2	99.2	1429	50.7	1	0	0	0.273	1	0.259	1	8	0	FALSE	3	3.6	0	5.895	0	2009010	2009010	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1915	20	5	0	FM	842.3	2.37	0	6	842.3	-94.4	926.1	-46	926.1	50.7	842.3	99.2	758.5	50.7	758.5	-46	842.3	-94.4	1	0	0	0.626	1	0.572	1	9	1	FALSE	3	3.6	0	0.161	0	2005000	2005000	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1926	20	6	0	FM	1009.93	2.37	0	6	1009.9	-94.4	1093.8	-46	1093.8	50.7	1009.9	99.2	926.1	50.7	926.1	-46	1009.9	-94.4	1	0	0	0.508	1	0.455	1	9	1	FALSE	3	3.6	0	0.134	0	2006000	2006000	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1937	20	7	0	FO	1177.58	2.37	0	6	1177.6	-94.4	1261.4	-46	1261.4	50.7	1177.6	99.2	1093.8	50.7	1093.8	-46	1177.6	-94.4	1	0	0	0.35	1	0.313	1	9	0	TRUE	3	3.6	0	0.115	0	2007000	2007000	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1948	20	8	0	FO	1345.22	2.37	0	6	1345.2	-94.4	1429	-46	1429	50.7	1345.2	99.2	1261.4	50.7	1261.4	-46	1345.2	-94.4	1	0	0	0.292	1	0.271	1	9	0	FALSE	3	3.6	0	0.101	0	2008000	2008000	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1959	20	9	0	aOeT	1512.86	2.37	0	4	1512.9	-94.4	1512.9	99.2	1429	50.7	1429	-46	1512.9	-94.4	0	0	0	0	1	0	0	0.165	1	0.165	1	9	0	FALSE	3	3.6	0	0.09	0	2009000	2009000	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1940	20	7	3	FM	926.12	437.9	0	6	926.1	341.2	1009.9	389.5	1009.9	486.3	926.1	534.7	842.3	486.3	842.3	389.5	926.1	341.2	1	0	0	0.497	1	0.442	1	10	1	FALSE	3	3.6	0	25.306	0	2007030	2007030	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1951	20	8	3	FO	1093.76	437.9	0	6	1093.8	341.2	1177.6	389.5	1177.6	486.3	1093.8	534.7	1009.9	486.3	1009.9	389.5	1093.8	341.2	1	0	0	0.349	1	0.313	1	10	1	FALSE	3	3.6	0	21.819	0	2008030	2008030	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1962	20	9	3	FO	1261.4	437.9	0	6	1261.4	341.2	1345.2	389.5	1345.2	486.3	1261.4	534.7	1177.6	486.3	1177.6	389.5	1261.4	341.2	1	0	0	0.294	1	0.274	1	10	0	TRUE	3	3.6	0	19.145	0	2009030	2009030	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1970	20	10	3	bOeLR	1429.04	437.9	1	5	1512.9	389.5	1429	534.7	1345.2	486.3	1345.2	389.5	1429	341.2	1512.9	389.5	0	0	1	0	0	0.232	1	0.232	1	10	0	FALSE	3	3.6	0	17.037	0	2010030	2010030	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1952	20	8	4	FO	1009.93	583.09	4	6	1009.9	486.3	1093.8	534.7	1093.8	631.5	1009.9	679.9	926.1	631.5	926.1	534.7	1009.9	486.3	1	0	0	0.358	1	0.319	1	11	0	TRUE	3	3.6	0	30	0	2008040	2008040	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1963	20	9	4	FO	1177.58	583.09	0	6	1177.6	486.3	1261.4	534.7	1261.4	631.5	1177.6	679.9	1093.8	631.5	1093.8	534.7	1177.6	486.3	1	0	0	0.302	1	0.279	1	11	0	FALSE	3	3.6	0	26.343	0	2009040	2009040	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1964	20	9	5	FO	1093.76	728.27	4	6	1093.8	631.5	1177.6	679.9	1177.6	776.7	1093.8	825	1009.9	776.7	1009.9	679.9	1093.8	631.5	1	0	0	0.302	1	0.278	1	11	1	FALSE	3	3.6	0	33.657	0	2009050	2009050	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1971	20	10	4	FOe	1345.22	583.09	0	6	1345.2	486.3	1429	534.7	1429	631.5	1345.2	679.9	1261.4	631.5	1261.4	534.7	1345.2	486.3	1	0	0	0.268	1	0.255	1	11	0	FALSE	3	3.6	0	23.434	0	2010040	2010040	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1972	20	10	5	bOeLR	1261.4	728.27	1	5	1345.2	679.9	1261.4	825	1177.6	776.7	1177.6	679.9	1261.4	631.5	1345.2	679.9	0	0	1	0	0	0.236	1	0.236	1	11	1	FALSE	3	3.6	0	30	0	2010050	2010050	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1973	20	10	6	FOe	1177.58	873.45	4	6	1177.6	776.7	1261.4	825	1261.4	921.9	1177.6	970.2	1093.8	921.9	1093.8	825	1177.6	776.7	1	0	0	0.269	1	0.256	1	11	1	FALSE	3	3.6	0	36.566	0	2010060	2010060	0	0	1	1	PP0(CE-)L20/C01_FO_1_2	None	A	None	PP1(CE-)5_FO_1_19	None	Ap	None	PPFO(CE-)X5_11	DAQ_1_7
1884	20	2	2	gIe	167.638	295.097	4	6	83.79	343.529	83.817	321.575	232.513	235.725	251.453	246.729	251.437	343.502	167.606	391.902	83.79	343.529	2	0	0	2.193	3	2.193	3	100	0	FALSE	6	7.2	0	60.4	1	2002020	2002021	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
1896	20	3	3	FI	251.458	440.277	1	6	335.253	391.875	335.237	488.648	251.493	536.998	167.59	488.675	167.693	391.852	251.437	343.502	335.253	391.875	2	0	0	1.553	2	1.586	2	100	0	FALSE	6	7.2	0	60.268	1	2003030	2003031	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
1908	20	4	4	FI	335.278	585.458	1	6	419.103	537.107	419.087	633.88	335.343	682.23	251.44	633.907	251.493	536.998	335.237	488.648	419.103	537.107	2	0	0	1.1	2	1.094	2	100	0	TRUE	6	7.2	0	60.201	1	2004040	2004041	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
1885	20	2	3	FI	83.818	440.277	1	6	167.693	391.852	167.59	488.675	83.846	537.025	-0.057	488.702	0.046	391.879	83.79	343.529	167.693	391.852	2	0	0	1.871	2	1.968	2	101	0	FALSE	6	7.2	0	79.221	1	2002030	2002031	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
1897	20	3	4	FI	167.638	585.457	1	6	251.493	536.998	251.44	633.907	167.696	682.257	83.743	633.848	83.846	537.025	167.59	488.675	251.493	536.998	2	0	0	1.232	2	1.25	2	101	0	FALSE	6	7.2	0	74.022	1	2003040	2003041	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
1909	20	4	5	FI	251.458	730.638	1	6	335.343	682.23	335.24	779.053	251.496	827.403	167.593	779.08	167.696	682.257	251.44	633.907	335.343	682.23	2	0	0	0.992	2	0.984	1	101	0	TRUE	6	7.2	0	71.008	1	2004050	2004051	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
1874	20	1	2	dIeR	-0.002	295.096	4	5	-83.77	343.506	-83.83	321.602	83.817	321.575	83.79	343.529	0.046	391.879	-83.77	343.506	0	0	2	0	0	1.343	2	1.343	2	102	0	FALSE	3	3.6	0	90	1	2001020	2001021	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
1875	20	1	3	FI	-83.822	440.277	2	6	0.046	391.879	-0.057	488.702	-83.888	537.102	-167.617	488.679	-167.688	391.956	-83.857	343.556	0.046	391.879	2	0	0	1.87	2	1.967	2	102	0	FALSE	6	7.2	0	100.779	1	2001030	2001031	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
1876	20	1	4	FI	-167.633	585.452	2	6	-83.888	537.102	-83.817	633.825	-167.648	682.225	-251.464	633.852	-251.448	537.079	-167.617	488.679	-83.888	537.102	2	0	0	1.23	2	1.248	2	102	0	FALSE	6	7.2	0	105.978	1	2001040	2001041	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
1877	20	1	5	FI	-251.461	730.637	2	6	-167.648	682.225	-167.664	778.998	-251.495	827.398	-335.311	779.025	-335.295	682.252	-251.464	633.852	-167.648	682.225	2	0	0	0.991	2	0.983	1	102	0	TRUE	6	7.2	0	108.992	1	2001050	2001051	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
1886	20	2	4	FI	-0.002	585.457	2	6	83.846	537.025	83.743	633.848	-0.088	682.248	-83.817	633.825	-83.888	537.102	-0.057	488.702	83.846	537.025	2	0	0	1.295	2	1.315	2	103	0	FALSE	6	7.2	0	90	1	2002040	2002041	0	0	1	1	PP0(CE-)L20/C02_FO_1_1	None	A	None	PP1(CE-)11_FO_1_19	None	Ap	None	PPFO(CE-)X5_22	DAQ_2_7
