plane,u,v,MB,hex_x,hex_y
36,9,6,13,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
36,9,7,10,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
36,9,8,9,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[102.27902560550885, 97.47429357130201, 102.27902560550885, 111.88848967392252, 116.69322170812936, 111.88848967392252]"
36,9,9,8,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[116.77982424850778, 111.97509221430094, 116.77982424850778, 126.38928831692145, 131.19402035112827, 126.38928831692145]"
36,9,10,7,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[131.28062289150674, 126.4758908572999, 131.28062289150674, 140.8900869599204, 145.69481899412725, 140.8900869599204]"
36,10,2,15,"[-157.63175333333334, -149.30971333333332, -140.98767333333333, -140.98767333333333, -149.30971333333332, -157.63175333333334]","[15.274233747515197, 10.469501713308366, 15.274233747515197, 24.88369781592887, 29.688429850135698, 24.88369781592887]"
36,10,3,11,"[-149.25971333333334, -140.93767333333332, -132.61563333333334, -132.61563333333334, -140.93767333333332, -149.25971333333334]","[29.77503239051414, 24.970300356307312, 29.77503239051414, 39.38449645892781, 44.18922849313464, 39.38449645892781]"
36,10,4,12,"[-140.88767333333334, -132.56563333333332, -124.24359333333334, -124.24359333333334, -132.56563333333332, -140.88767333333334]","[44.27583103351308, 39.47109899930625, 44.27583103351308, 53.88529510192675, 58.69002713613358, 53.88529510192675]"
36,10,5,12,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[58.776629676512016, 53.97189764230519, 58.776629676512016, 68.38609374492569, 73.19082577913252, 68.38609374492569]"
36,10,6,13,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
36,10,7,13,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
36,10,8,10,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[102.27902560550885, 97.47429357130201, 102.27902560550885, 111.88848967392252, 116.69322170812936, 111.88848967392252]"
36,10,9,9,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[116.77982424850778, 111.97509221430094, 116.77982424850778, 126.38928831692145, 131.19402035112827, 126.38928831692145]"
37,0,2,0,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
37,0,3,0,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,0,4,0,"[26.553126666666667, 34.875166666666665, 43.197206666666666, 43.197206666666666, 34.875166666666665, 26.553126666666667]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,0,5,0,"[34.92516666666667, 43.24720666666666, 51.569246666666665, 51.569246666666665, 43.24720666666666, 34.92516666666667]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,0,6,0,"[43.29720666666667, 51.61924666666667, 59.94128666666667, 59.94128666666667, 51.61924666666667, 43.29720666666667]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
37,0,7,0,"[51.669246666666666, 59.99128666666667, 68.31332666666667, 68.31332666666667, 59.99128666666667, 51.669246666666666]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
37,0,8,0,"[60.041286666666664, 68.36332666666667, 76.68536666666667, 76.68536666666667, 68.36332666666667, 60.041286666666664]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
37,1,3,1,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,1,4,1,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,1,5,1,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,1,6,1,"[26.553126666666667, 34.875166666666665, 43.197206666666666, 43.197206666666666, 34.875166666666665, 26.553126666666667]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
37,1,7,1,"[34.92516666666667, 43.24720666666666, 51.569246666666665, 51.569246666666665, 43.24720666666666, 34.92516666666667]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
37,1,8,1,"[43.29720666666667, 51.61924666666667, 59.94128666666667, 59.94128666666667, 51.61924666666667, 43.29720666666667]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
37,1,9,1,"[51.669246666666666, 59.99128666666667, 68.31332666666667, 68.31332666666667, 59.99128666666667, 51.669246666666666]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
37,2,2,7,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
37,2,3,6,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,2,4,2,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,2,5,2,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,2,6,2,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
37,2,7,2,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
37,2,8,2,"[26.553126666666667, 34.875166666666665, 43.197206666666666, 43.197206666666666, 34.875166666666665, 26.553126666666667]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
37,2,9,2,"[34.92516666666667, 43.24720666666666, 51.569246666666665, 51.569246666666665, 43.24720666666666, 34.92516666666667]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
37,3,0,15,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
37,3,1,8,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
37,3,2,9,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
37,3,3,7,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,3,4,6,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,3,5,3,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,3,6,5,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
37,3,7,5,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
37,3,8,5,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
37,3,9,5,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
37,4,0,15,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
37,4,1,14,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
37,4,2,8,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
37,4,3,9,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,4,4,7,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,4,5,6,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,4,6,3,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
37,4,7,4,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
37,4,8,5,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
37,4,9,5,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
37,5,0,15,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
37,5,1,14,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
37,5,2,10,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
37,5,3,8,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,5,4,9,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,5,5,7,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,5,6,6,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
37,5,7,3,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
37,5,8,4,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
37,5,9,4,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
37,6,0,15,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
37,6,1,14,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
37,6,2,13,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
37,6,3,10,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,6,4,8,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,6,5,9,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,6,6,7,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
37,6,7,6,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
37,6,8,3,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
37,6,9,4,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
37,7,0,15,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
37,7,1,14,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
37,7,2,13,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
37,7,3,11,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,7,4,10,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,7,5,8,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,7,6,9,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
37,7,7,7,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
37,7,8,6,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
37,7,9,3,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
37,8,0,15,"[-140.88767333333334, -132.56563333333332, -124.24359333333334, -124.24359333333334, -132.56563333333332, -140.88767333333334]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
37,8,1,14,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
37,8,2,13,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
37,8,3,12,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,8,4,11,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,8,5,10,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,8,6,8,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
37,8,7,9,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
37,8,8,7,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
37,8,9,6,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[135.82627026561119, 131.02153823140435, 135.82627026561119, 145.43573433402486, 150.2404663682317, 145.43573433402486]"
37,9,0,15,"[-157.63175333333334, -149.30971333333332, -140.98767333333333, -140.98767333333333, -149.30971333333332, -157.63175333333334]","[5.319082478620728, 0.5143504444138962, 5.319082478620728, 14.928546547034397, 19.73327858124123, 14.928546547034397]"
37,9,1,14,"[-149.25971333333334, -140.93767333333332, -132.61563333333334, -132.61563333333334, -140.93767333333332, -149.25971333333334]","[19.81988112161967, 15.015149087412839, 19.81988112161967, 29.42934519003334, 34.234077224240174, 29.42934519003334]"
37,9,2,13,"[-140.88767333333334, -132.56563333333332, -124.24359333333334, -124.24359333333334, -132.56563333333332, -140.88767333333334]","[34.32067976461861, 29.51594773041178, 34.32067976461861, 43.93014383303228, 48.73487586723911, 43.93014383303228]"
37,9,3,12,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,9,4,11,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,9,5,11,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,9,6,10,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
37,9,7,8,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[106.82467297961334, 102.0199409454065, 106.82467297961334, 116.43413704802701, 121.23886908223385, 116.43413704802701]"
37,9,8,9,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[121.32547162261227, 116.52073958840543, 121.32547162261227, 130.93493569102594, 135.73966772523278, 130.93493569102594]"
37,10,3,12,"[-149.25971333333334, -140.93767333333332, -132.61563333333334, -132.61563333333334, -140.93767333333332, -149.25971333333334]","[48.82147840761756, 44.01674637341073, 48.82147840761756, 58.430942476031234, 63.23567451023806, 58.430942476031234]"
37,10,4,12,"[-140.88767333333334, -132.56563333333332, -124.24359333333334, -124.24359333333334, -132.56563333333332, -140.88767333333334]","[63.32227705061649, 58.51754501640966, 63.32227705061649, 72.93174111903016, 77.736473153237, 72.93174111903016]"
37,10,5,11,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[77.82307569361544, 73.0183436594086, 77.82307569361544, 87.43253976202911, 92.23727179623594, 87.43253976202911]"
37,10,6,11,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[92.3238743366144, 87.51914230240756, 92.3238743366144, 101.93333840502807, 106.7380704392349, 101.93333840502807]"
38,1,4,0,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[44.27583103351308, 39.47109899930625, 44.27583103351308, 53.88529510192675, 58.69002713613358, 53.88529510192675]"
38,1,5,0,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[58.776629676512016, 53.97189764230519, 58.776629676512016, 68.38609374492569, 73.19082577913252, 68.38609374492569]"
38,1,6,0,"[26.553126666666667, 34.875166666666665, 43.197206666666666, 43.197206666666666, 34.875166666666665, 26.553126666666667]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
38,1,7,0,"[34.92516666666667, 43.24720666666666, 51.569246666666665, 51.569246666666665, 43.24720666666666, 34.92516666666667]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
38,1,8,0,"[43.29720666666667, 51.61924666666667, 59.94128666666667, 59.94128666666667, 51.61924666666667, 43.29720666666667]","[102.27902560550885, 97.47429357130201, 102.27902560550885, 111.88848967392252, 116.69322170812936, 111.88848967392252]"
38,1,9,0,"[51.669246666666666, 59.99128666666667, 68.31332666666667, 68.31332666666667, 59.99128666666667, 51.669246666666666]","[116.77982424850778, 111.97509221430094, 116.77982424850778, 126.38928831692145, 131.19402035112827, 126.38928831692145]"
38,2,5,1,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[58.776629676512016, 53.97189764230519, 58.776629676512016, 68.38609374492569, 73.19082577913252, 68.38609374492569]"
