plane,u,v,MB,hex_x,hex_y
38,2,6,1,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
38,2,7,1,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
38,2,8,1,"[26.553126666666667, 34.875166666666665, 43.197206666666666, 43.197206666666666, 34.875166666666665, 26.553126666666667]","[102.27902560550885, 97.47429357130201, 102.27902560550885, 111.88848967392252, 116.69322170812936, 111.88848967392252]"
38,2,9,1,"[34.92516666666667, 43.24720666666666, 51.569246666666665, 51.569246666666665, 43.24720666666666, 34.92516666666667]","[116.77982424850778, 111.97509221430094, 116.77982424850778, 126.38928831692145, 131.19402035112827, 126.38928831692145]"
38,3,4,6,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[44.27583103351308, 39.47109899930625, 44.27583103351308, 53.88529510192675, 58.69002713613358, 53.88529510192675]"
38,3,5,5,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[58.776629676512016, 53.97189764230519, 58.776629676512016, 68.38609374492569, 73.19082577913252, 68.38609374492569]"
38,3,6,2,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
38,3,7,2,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
38,3,8,2,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[102.27902560550885, 97.47429357130201, 102.27902560550885, 111.88848967392252, 116.69322170812936, 111.88848967392252]"
38,3,9,2,"[18.18108666666667, 26.50312666666667, 34.82516666666667, 34.82516666666667, 26.50312666666667, 18.18108666666667]","[116.77982424850778, 111.97509221430094, 116.77982424850778, 126.38928831692145, 131.19402035112827, 126.38928831692145]"
38,4,1,13,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[0.7734351045162535, -4.031296929690578, 0.7734351045162535, 10.382899172929925, 15.187631207136755, 10.382899172929925]"
38,4,2,12,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[15.274233747515197, 10.469501713308366, 15.274233747515197, 24.88369781592887, 29.688429850135698, 24.88369781592887]"
38,4,3,8,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[29.77503239051414, 24.970300356307312, 29.77503239051414, 39.38449645892781, 44.18922849313464, 39.38449645892781]"
38,4,4,7,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[44.27583103351308, 39.47109899930625, 44.27583103351308, 53.88529510192675, 58.69002713613358, 53.88529510192675]"
38,4,5,6,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[58.776629676512016, 53.97189764230519, 58.776629676512016, 68.38609374492569, 73.19082577913252, 68.38609374492569]"
38,4,6,5,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
38,4,7,4,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
38,4,8,15,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[102.27902560550885, 97.47429357130201, 102.27902560550885, 111.88848967392252, 116.69322170812936, 111.88848967392252]"
38,4,9,15,"[1.437006666666667, 9.759046666666666, 18.081086666666664, 18.081086666666664, 9.759046666666666, 1.437006666666667]","[116.77982424850778, 111.97509221430094, 116.77982424850778, 126.38928831692145, 131.19402035112827, 126.38928831692145]"
38,4,10,15,"[9.809046666666667, 18.13108666666667, 26.453126666666666, 26.453126666666666, 18.13108666666667, 9.809046666666667]","[131.28062289150674, 126.4758908572999, 131.28062289150674, 140.8900869599204, 145.69481899412725, 140.8900869599204]"
38,5,1,13,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[0.7734351045162535, -4.031296929690578, 0.7734351045162535, 10.382899172929925, 15.187631207136755, 10.382899172929925]"
38,5,2,12,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[15.274233747515197, 10.469501713308366, 15.274233747515197, 24.88369781592887, 29.688429850135698, 24.88369781592887]"
38,5,3,9,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[29.77503239051414, 24.970300356307312, 29.77503239051414, 39.38449645892781, 44.18922849313464, 39.38449645892781]"
38,5,4,8,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[44.27583103351308, 39.47109899930625, 44.27583103351308, 53.88529510192675, 58.69002713613358, 53.88529510192675]"
38,5,5,7,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[58.776629676512016, 53.97189764230519, 58.776629676512016, 68.38609374492569, 73.19082577913252, 68.38609374492569]"
38,5,6,6,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
38,5,7,5,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
38,5,8,4,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[102.27902560550885, 97.47429357130201, 102.27902560550885, 111.88848967392252, 116.69322170812936, 111.88848967392252]"
38,5,9,4,"[-15.307073333333333, -6.985033333333334, 1.3370066666666656, 1.3370066666666656, -6.985033333333334, -15.307073333333333]","[116.77982424850778, 111.97509221430094, 116.77982424850778, 126.38928831692145, 131.19402035112827, 126.38928831692145]"
38,5,10,15,"[-6.935033333333333, 1.3870066666666667, 9.709046666666666, 9.709046666666666, 1.3870066666666667, -6.935033333333333]","[131.28062289150674, 126.4758908572999, 131.28062289150674, 140.8900869599204, 145.69481899412725, 140.8900869599204]"
38,6,1,13,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[0.7734351045162535, -4.031296929690578, 0.7734351045162535, 10.382899172929925, 15.187631207136755, 10.382899172929925]"
38,6,2,12,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[15.274233747515197, 10.469501713308366, 15.274233747515197, 24.88369781592887, 29.688429850135698, 24.88369781592887]"
38,6,3,11,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[29.77503239051414, 24.970300356307312, 29.77503239051414, 39.38449645892781, 44.18922849313464, 39.38449645892781]"
38,6,4,9,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[44.27583103351308, 39.47109899930625, 44.27583103351308, 53.88529510192675, 58.69002713613358, 53.88529510192675]"
38,6,5,8,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[58.776629676512016, 53.97189764230519, 58.776629676512016, 68.38609374492569, 73.19082577913252, 68.38609374492569]"
38,6,6,7,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
38,6,7,6,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
38,6,8,5,"[-40.42319333333333, -32.101153333333336, -23.779113333333335, -23.779113333333335, -32.101153333333336, -40.42319333333333]","[102.27902560550885, 97.47429357130201, 102.27902560550885, 111.88848967392252, 116.69322170812936, 111.88848967392252]"
38,6,9,4,"[-32.05115333333333, -23.729113333333334, -15.407073333333337, -15.407073333333337, -23.729113333333334, -32.05115333333333]","[116.77982424850778, 111.97509221430094, 116.77982424850778, 126.38928831692145, 131.19402035112827, 126.38928831692145]"
38,6,10,4,"[-23.679113333333333, -15.357073333333334, -7.035033333333335, -7.035033333333335, -15.357073333333334, -23.679113333333333]","[131.28062289150674, 126.4758908572999, 131.28062289150674, 140.8900869599204, 145.69481899412725, 140.8900869599204]"
38,7,1,13,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[0.7734351045162535, -4.031296929690578, 0.7734351045162535, 10.382899172929925, 15.187631207136755, 10.382899172929925]"
38,7,2,12,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[15.274233747515197, 10.469501713308366, 15.274233747515197, 24.88369781592887, 29.688429850135698, 24.88369781592887]"
38,7,3,11,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[29.77503239051414, 24.970300356307312, 29.77503239051414, 39.38449645892781, 44.18922849313464, 39.38449645892781]"
38,7,4,14,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[44.27583103351308, 39.47109899930625, 44.27583103351308, 53.88529510192675, 58.69002713613358, 53.88529510192675]"
38,7,5,9,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[58.776629676512016, 53.97189764230519, 58.776629676512016, 68.38609374492569, 73.19082577913252, 68.38609374492569]"
38,7,6,8,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
38,7,7,7,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
38,7,8,6,"[-57.16727333333334, -48.84523333333334, -40.52319333333334, -40.52319333333334, -48.84523333333334, -57.16727333333334]","[102.27902560550885, 97.47429357130201, 102.27902560550885, 111.88848967392252, 116.69322170812936, 111.88848967392252]"
38,7,9,5,"[-48.79523333333333, -40.473193333333334, -32.15115333333333, -32.15115333333333, -40.473193333333334, -48.79523333333333]","[116.77982424850778, 111.97509221430094, 116.77982424850778, 126.38928831692145, 131.19402035112827, 126.38928831692145]"
38,8,1,13,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[0.7734351045162535, -4.031296929690578, 0.7734351045162535, 10.382899172929925, 15.187631207136755, 10.382899172929925]"
38,8,2,12,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[15.274233747515197, 10.469501713308366, 15.274233747515197, 24.88369781592887, 29.688429850135698, 24.88369781592887]"
38,8,3,11,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[29.77503239051414, 24.970300356307312, 29.77503239051414, 39.38449645892781, 44.18922849313464, 39.38449645892781]"
38,8,4,11,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[44.27583103351308, 39.47109899930625, 44.27583103351308, 53.88529510192675, 58.69002713613358, 53.88529510192675]"
38,8,5,14,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[58.776629676512016, 53.97189764230519, 58.776629676512016, 68.38609374492569, 73.19082577913252, 68.38609374492569]"
38,8,6,9,"[-90.65543333333333, -82.33339333333333, -74.01135333333333, -74.01135333333333, -82.33339333333333, -90.65543333333333]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
38,8,7,8,"[-82.28339333333334, -73.96135333333334, -65.63931333333333, -65.63931333333333, -73.96135333333334, -82.28339333333334]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
38,8,8,7,"[-73.91135333333334, -65.58931333333334, -57.267273333333335, -57.267273333333335, -65.58931333333334, -73.91135333333334]","[102.27902560550885, 97.47429357130201, 102.27902560550885, 111.88848967392252, 116.69322170812936, 111.88848967392252]"
38,8,9,6,"[-65.53931333333334, -57.21727333333334, -48.89523333333334, -48.89523333333334, -57.21727333333334, -65.53931333333334]","[116.77982424850778, 111.97509221430094, 116.77982424850778, 126.38928831692145, 131.19402035112827, 126.38928831692145]"
38,9,2,12,"[-140.88767333333334, -132.56563333333332, -124.24359333333334, -124.24359333333334, -132.56563333333332, -140.88767333333334]","[15.274233747515197, 10.469501713308366, 15.274233747515197, 24.88369781592887, 29.688429850135698, 24.88369781592887]"
38,9,3,11,"[-132.51563333333334, -124.19359333333334, -115.87155333333334, -115.87155333333334, -124.19359333333334, -132.51563333333334]","[29.77503239051414, 24.970300356307312, 29.77503239051414, 39.38449645892781, 44.18922849313464, 39.38449645892781]"
38,9,4,11,"[-124.14359333333334, -115.82155333333334, -107.49951333333334, -107.49951333333334, -115.82155333333334, -124.14359333333334]","[44.27583103351308, 39.47109899930625, 44.27583103351308, 53.88529510192675, 58.69002713613358, 53.88529510192675]"
38,9,5,14,"[-115.77155333333334, -107.44951333333334, -99.12747333333334, -99.12747333333334, -107.44951333333334, -115.77155333333334]","[58.776629676512016, 53.97189764230519, 58.776629676512016, 68.38609374492569, 73.19082577913252, 68.38609374492569]"
38,9,6,14,"[-107.39951333333335, -99.07747333333334, -90.75543333333334, -90.75543333333334, -99.07747333333334, -107.39951333333335]","[73.27742831951097, 68.47269628530414, 73.27742831951097, 82.88689238792465, 87.69162442213148, 82.88689238792465]"
38,9,7,9,"[-99.02747333333333, -90.70543333333333, -82.38339333333333, -82.38339333333333, -90.70543333333333, -99.02747333333333]","[87.77822696250992, 82.97349492830308, 87.77822696250992, 97.38769103092359, 102.19242306513043, 97.38769103092359]"
